dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,oblivious_ratio,demand_model,offline_opt,achieved_congestion,ratio_pct,status
Backbone,BICS.lgf,racke_ckr_mendel_pointer,33,96,17739,15392,2,2195,6.96902,7750,3.53075,254.909,bimodal,170710,1.20895e+06,708.19,OK
Backbone,BICS.lgf,racke_ckr_mendel_pointer,33,96,17739,15392,2,2195,6.96902,7750,3.53075,254.909,gravity,1.91676,1321.52,68945.1,OK
Backbone,BellCanada.lgf,raecke_frt,48,128,97,73,15,15,4.73333,NaN,NaN,8.28235,gaussian,2.91984e+06,2.49039e+07,852.921,OK
Backbone,BellCanada.lgf,raecke_frt,48,128,97,73,15,15,4.73333,NaN,NaN,8.28235,uniform,2.07605e+06,2.11306e+07,1017.83,OK
Backbone,BellCanada.lgf,raecke_frt,48,128,97,73,15,15,4.73333,NaN,NaN,8.28235,bimodal,357050,2.11184e+06,591.469,OK
Backbone,BellCanada.lgf,raecke_frt,48,128,97,73,15,15,4.73333,NaN,NaN,8.28235,gravity,1.93697,1031.77,53267.5,OK
Backbone,BellCanada.lgf,raecke_ckr,48,128,21,0,11,15,0,NaN,NaN,9.17494,gaussian,2.91984e+06,1.93807e+07,663.759,OK
Backbone,BellCanada.lgf,raecke_ckr,48,128,21,0,11,15,0,NaN,NaN,9.17494,uniform,2.07605e+06,1.64442e+07,792.091,OK
Backbone,BellCanada.lgf,raecke_ckr,48,128,21,0,11,15,0,NaN,NaN,9.17494,bimodal,357050,1.64347e+06,460.292,OK
Backbone,BellCanada.lgf,raecke_ckr,48,128,21,0,11,15,0,NaN,NaN,9.17494,gravity,1.93697,802.946,41453.8,OK
Backbone,BellCanada.lgf,raecke_random_mst,48,128,32,0,25,12,0,NaN,NaN,30.1329,gaussian,2.91984e+06,3.1331e+07,1073.04,OK
Backbone,BellCanada.lgf,raecke_random_mst,48,128,32,0,25,12,0,NaN,NaN,30.1329,uniform,2.07605e+06,2.67205e+07,1287.09,OK
Backbone,BellCanada.lgf,raecke_random_mst,48,128,32,0,25,12,0,NaN,NaN,30.1329,bimodal,357050,2.54813e+06,713.663,OK
Backbone,BellCanada.lgf,raecke_random_mst,48,128,32,0,25,12,0,NaN,NaN,30.1329,gravity,1.93697,1342.41,69304.8,OK
Backbone,BellCanada.lgf,raecke_frt_mendel,48,128,44542,40530,58,3069,13.145,23754,7.73998,197.806,gaussian,2.91984e+06,3.49968e+07,1198.59,OK
Backbone,BellCanada.lgf,raecke_frt_mendel,48,128,44542,40530,58,3069,13.145,23754,7.73998,197.806,uniform,2.07605e+06,3.05836e+07,1473.16,OK
Backbone,BellCanada.lgf,raecke_frt_mendel,48,128,44542,40530,58,3069,13.145,23754,7.73998,197.806,bimodal,357050,3.05323e+06,855.128,OK
Backbone,BellCanada.lgf,raecke_frt_mendel,48,128,44542,40530,58,3069,13.145,23754,7.73998,197.806,gravity,1.93697,1791.62,92496,OK
Backbone,BellCanada.lgf,raecke_ckr_mendel,48,128,18913,16130,641,1890,8.47884,8640,4.57143,251.807,gaussian,2.91984e+06,3.54288e+07,1213.38,OK
Backbone,BellCanada.lgf,raecke_ckr_mendel,48,128,18913,16130,641,1890,8.47884,8640,4.57143,251.807,uniform,2.07605e+06,3.01312e+07,1451.37,OK
Backbone,BellCanada.lgf,raecke_ckr_mendel,48,128,18913,16130,641,1890,8.47884,8640,4.57143,251.807,bimodal,357050,3.13164e+06,877.089,OK
Backbone,BellCanada.lgf,raecke_ckr_mendel,48,128,18913,16130,641,1890,8.47884,8640,4.57143,251.807,gravity,1.93697,1656.58,85524.6,OK
Backbone,BellCanada.lgf,racke_frt_pointer,48,128,96,72,15,15,4.6,NaN,NaN,8.28235,gaussian,2.91984e+06,2.49039e+07,852.921,OK
Backbone,BellCanada.lgf,racke_frt_pointer,48,128,96,72,15,15,4.6,NaN,NaN,8.28235,uniform,2.07605e+06,2.11306e+07,1017.83,OK
Backbone,BellCanada.lgf,racke_frt_pointer,48,128,96,72,15,15,4.6,NaN,NaN,8.28235,bimodal,357050,2.11184e+06,591.469,OK
Backbone,BellCanada.lgf,racke_frt_pointer,48,128,96,72,15,15,4.6,NaN,NaN,8.28235,gravity,1.93697,1031.77,53267.5,OK
Backbone,BellCanada.lgf,racke_ckr_pointer,48,128,28,0,16,15,0,NaN,NaN,5.72696,gaussian,2.91984e+06,1.94073e+07,664.67,OK
Backbone,BellCanada.lgf,racke_ckr_pointer,48,128,28,0,16,15,0,NaN,NaN,5.72696,uniform,2.07605e+06,1.64667e+07,793.177,OK
Backbone,BellCanada.lgf,racke_ckr_pointer,48,128,28,0,16,15,0,NaN,NaN,5.72696,bimodal,357050,1.64573e+06,460.924,OK
Backbone,BellCanada.lgf,racke_ckr_pointer,48,128,28,0,16,15,0,NaN,NaN,5.72696,gravity,1.93697,804.047,41510.6,OK
Backbone,BellCanada.lgf,racke_random_mst_pointer,48,128,77,0,62,25,0,NaN,NaN,22.1005,gaussian,2.91984e+06,2.04164e+07,699.229,OK
Backbone,BellCanada.lgf,racke_random_mst_pointer,48,128,77,0,62,25,0,NaN,NaN,22.1005,uniform,2.07605e+06,1.74533e+07,840.698,OK
Backbone,BellCanada.lgf,racke_random_mst_pointer,48,128,77,0,62,25,0,NaN,NaN,22.1005,bimodal,357050,1.67289e+06,468.533,OK
Backbone,BellCanada.lgf,racke_random_mst_pointer,48,128,77,0,62,25,0,NaN,NaN,22.1005,gravity,1.93697,883.199,45597,OK
Backbone,BellCanada.lgf,racke_frt_mendel_pointer,48,128,44965,40909,60,3069,13.2613,23971,7.81069,197.806,gaussian,2.91984e+06,3.49968e+07,1198.59,OK
Backbone,BellCanada.lgf,racke_frt_mendel_pointer,48,128,44965,40909,60,3069,13.2613,23971,7.81069,197.806,uniform,2.07605e+06,3.05836e+07,1473.16,OK
Backbone,BellCanada.lgf,racke_frt_mendel_pointer,48,128,44965,40909,60,3069,13.2613,23971,7.81069,197.806,bimodal,357050,3.05323e+06,855.128,OK
Backbone,BellCanada.lgf,racke_frt_mendel_pointer,48,128,44965,40909,60,3069,13.2613,23971,7.81069,197.806,gravity,1.93697,1791.62,92496,OK
