dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,oblivious_ratio,demand_model,offline_opt,achieved_congestion,ratio_pct,status
Backbone,1239.lgf,raecke_frt,30,138,83,34,16,33,1.0303,NaN,NaN,5.37103,bimodal,20021.1,360933,1802.76,OK
Backbone,1239.lgf,raecke_frt,30,138,83,34,16,33,1.0303,NaN,NaN,5.37103,gaussian,350444,4.06742e+06,1160.65,OK
Backbone,1239.lgf,raecke_frt,30,138,83,34,16,33,1.0303,NaN,NaN,5.37103,gravity,1.91807,43.7089,2278.79,OK
Backbone,1239.lgf,raecke_ckr,30,138,37,0,10,34,0,NaN,NaN,5.64395,uniform,242395,3.56847e+06,1472.17,OK
Backbone,1239.lgf,raecke_ckr,30,138,37,0,10,34,0,NaN,NaN,5.64395,bimodal,20021.1,407524,2035.47,OK
Backbone,1239.lgf,raecke_ckr,30,138,37,0,10,34,0,NaN,NaN,5.64395,gaussian,350444,4.54301e+06,1296.36,OK
Backbone,1239.lgf,raecke_ckr,30,138,37,0,10,34,0,NaN,NaN,5.64395,gravity,1.91807,49.0938,2559.54,OK
Backbone,1239.lgf,raecke_random_mst,30,138,45,0,28,34,0,NaN,NaN,8.31336,uniform,242395,2.99034e+06,1233.67,OK
Backbone,1239.lgf,raecke_random_mst,30,138,45,0,28,34,0,NaN,NaN,8.31336,bimodal,20021.1,326079,1628.68,OK
Backbone,1239.lgf,raecke_random_mst,30,138,45,0,28,34,0,NaN,NaN,8.31336,gaussian,350444,3.67498e+06,1048.66,OK
Backbone,1239.lgf,raecke_random_mst,30,138,45,0,28,34,0,NaN,NaN,8.31336,gravity,1.91807,36.5213,1904.07,OK
Backbone,1239.lgf,raecke_frt_mendel,30,138,226,62,36,118,0.525424,0,0,5.95352,uniform,242395,2.85203e+06,1176.6,OK
Backbone,1239.lgf,raecke_frt_mendel,30,138,226,62,36,118,0.525424,0,0,5.95352,bimodal,20021.1,325241,1624.49,OK
Backbone,1239.lgf,raecke_frt_mendel,30,138,226,62,36,118,0.525424,0,0,5.95352,gaussian,350444,3.63356e+06,1036.84,OK
Backbone,1239.lgf,raecke_frt_mendel,30,138,226,62,36,118,0.525424,0,0,5.95352,gravity,1.91807,39.2679,2047.26,OK
Backbone,1239.lgf,raecke_ckr_mendel,30,138,184,38,24,111,0.288288,0,0,5.57123,uniform,242395,2.8135e+06,1160.71,OK
Backbone,1239.lgf,raecke_ckr_mendel,30,138,184,38,24,111,0.288288,0,0,5.57123,bimodal,20021.1,321365,1605.13,OK
Backbone,1239.lgf,raecke_ckr_mendel,30,138,184,38,24,111,0.288288,0,0,5.57123,gaussian,350444,3.58153e+06,1022,OK
Backbone,1239.lgf,raecke_ckr_mendel,30,138,184,38,24,111,0.288288,0,0,5.57123,gravity,1.91807,38.7033,2017.83,OK
Backbone,1755.lgf,electrical,18,66,8,7,0,14,0,NaN,NaN,7.82831,uniform,165729,1.33221e+06,803.848,OK
Backbone,1755.lgf,electrical,18,66,8,7,0,14,0,NaN,NaN,7.82831,bimodal,18201.4,164410,903.283,OK
Backbone,1755.lgf,electrical,18,66,8,7,0,14,0,NaN,NaN,7.82831,gaussian,167562,1.76727e+06,1054.7,OK
Backbone,1755.lgf,electrical,18,66,8,7,0,14,0,NaN,NaN,7.82831,gravity,1.8624,23.0167,1235.86,OK
Backbone,1755.lgf,raecke_frt,18,66,10,0,0,17,0,NaN,NaN,3.52801,uniform,165729,985488,594.64,OK
Backbone,1755.lgf,raecke_frt,18,66,10,0,0,17,0,NaN,NaN,3.52801,bimodal,18201.4,136257,748.607,OK
Backbone,1755.lgf,raecke_frt,18,66,10,0,0,17,0,NaN,NaN,3.52801,gaussian,167562,1.36572e+06,815.054,OK
Backbone,1755.lgf,raecke_frt,18,66,10,0,0,17,0,NaN,NaN,3.52801,gravity,1.8624,14.5777,782.739,OK
Backbone,1755.lgf,raecke_ckr,18,66,5,0,0,19,0,NaN,NaN,3.65613,uniform,165729,864851,521.848,OK
Backbone,1755.lgf,raecke_ckr,18,66,5,0,0,19,0,NaN,NaN,3.65613,bimodal,18201.4,133639,734.226,OK
Backbone,1755.lgf,raecke_ckr,18,66,5,0,0,19,0,NaN,NaN,3.65613,gaussian,167562,1.21401e+06,724.518,OK
Backbone,1755.lgf,raecke_ckr,18,66,5,0,0,19,0,NaN,NaN,3.65613,gravity,1.8624,15.533,834.034,OK
Backbone,1755.lgf,raecke_random_mst,18,66,6,0,0,17,0,NaN,NaN,6.062,uniform,165729,1.25692e+06,758.418,OK
Backbone,1755.lgf,raecke_random_mst,18,66,6,0,0,17,0,NaN,NaN,6.062,bimodal,18201.4,161700,888.397,OK
Backbone,1755.lgf,raecke_random_mst,18,66,6,0,0,17,0,NaN,NaN,6.062,gaussian,167562,1.6478e+06,983.402,OK
Backbone,1755.lgf,raecke_random_mst,18,66,6,0,0,17,0,NaN,NaN,6.062,gravity,1.8624,22.0952,1186.38,OK
Backbone,1755.lgf,raecke_frt_mendel,18,66,19,0,0,43,0,0,0,5.69105,uniform,165729,1.09655e+06,661.652,OK
Backbone,1755.lgf,raecke_frt_mendel,18,66,19,0,0,43,0,0,0,5.69105,bimodal,18201.4,144424,793.48,OK
Backbone,1755.lgf,raecke_frt_mendel,18,66,19,0,0,43,0,0,0,5.69105,gaussian,167562,1.37332e+06,819.592,OK
Backbone,1755.lgf,raecke_frt_mendel,18,66,19,0,0,43,0,0,0,5.69105,gravity,1.8624,20.4307,1097.01,OK
