dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,demand_model,offline_opt,achieved_congestion,ratio_pct,status
Rocketfuel_Topologies,AS1755.lgf,electrical,18,66,8,7,0,14,0,bimodal,495.07,1921.94,388.215,OK
Rocketfuel_Topologies,AS1755.lgf,electrical,18,66,8,7,0,14,0,uniform,3496,16557.1,473.602,OK
Rocketfuel_Topologies,AS1755.lgf,electrical,18,66,8,7,0,14,0,gaussian,4245.32,17455.6,411.174,OK
Rocketfuel_Topologies,AS1755.lgf,electrical,18,66,8,7,0,14,0,gravity,1.87052,9.80585,524.23,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt,18,66,13,0,0,18,0,bimodal,495.07,3268.23,660.155,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt,18,66,13,0,0,18,0,uniform,3496,30122.6,861.63,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt,18,66,13,0,0,18,0,gaussian,4245.32,32510.9,765.806,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt,18,66,13,0,0,18,0,gravity,1.87052,19.209,1026.93,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr,18,66,17,0,8,20,0,bimodal,495.07,2912.16,588.231,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr,18,66,17,0,8,20,0,uniform,3496,19809.4,566.63,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr,18,66,17,0,8,20,0,gaussian,4245.32,22010,518.454,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr,18,66,17,0,8,20,0,gravity,1.87052,13.3348,712.893,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_random_mst,18,66,10,0,0,17,0,bimodal,495.07,2549.76,515.03,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_random_mst,18,66,10,0,0,17,0,uniform,3496,21713.6,621.097,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_random_mst,18,66,10,0,0,17,0,gaussian,4245.32,24300.4,572.406,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_random_mst,18,66,10,0,0,17,0,gravity,1.87052,12.9023,689.769,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt_mendel,18,66,38,0,0,46,0,bimodal,495.07,2381.53,481.05,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt_mendel,18,66,38,0,0,46,0,uniform,3496,18799.5,537.742,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt_mendel,18,66,38,0,0,46,0,gaussian,4245.32,19175.5,451.686,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_frt_mendel,18,66,38,0,0,46,0,gravity,1.87052,11.921,637.307,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr_mendel,18,66,30,0,0,45,0,bimodal,495.07,2424.21,489.67,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr_mendel,18,66,30,0,0,45,0,uniform,3496,20079.2,574.348,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr_mendel,18,66,30,0,0,45,0,gaussian,4245.32,20551.7,484.102,OK
Rocketfuel_Topologies,AS1755.lgf,raecke_ckr_mendel,18,66,30,0,0,45,0,gravity,1.87052,11.1439,595.766,OK
