dataset,graph,solver,demand,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,achieved_congestion,offline_opt_value,status
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,electrical,bimodal,1194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,ckr,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,ckr,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,cohen,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,cohen,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,cohen,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/1755_modified.lgf,cohen,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,electrical,gravity,1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,electrical,gaussian,1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,electrical,uniform,1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,electrical,bimodal,1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,ckr,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,ckr,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,cohen,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,cohen,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,cohen,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3257_modified.lgf,cohen,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,electrical,gravity,1276,8881,8855,26,29,304.862,22.3686,1.99104,OK
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,electrical,gaussian,1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,electrical,uniform,1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,electrical,bimodal,1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,ckr,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,ckr,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,cohen,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,cohen,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,cohen,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/3967_modified.lgf,cohen,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,electrical,gravity,1306,10328,10292,36,31,331.516,21.7548,1.98852,OK
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,electrical,gaussian,1306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,electrical,uniform,1306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,electrical,bimodal,1306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,ckr,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,ckr,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,cohen,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,cohen,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,cohen,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/6461_modified.lgf,cohen,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,electrical,gravity,1790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,electrical,gaussian,1790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,electrical,uniform,1790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,electrical,bimodal,1790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,ckr,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,ckr,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,cohen,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,cohen,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,cohen,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/Arnes_modified.lgf,cohen,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,electrical,gravity,1092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,electrical,gaussian,1092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,electrical,uniform,1092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,electrical,bimodal,1092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,frt,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,frt,uniform,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,frt,bimodal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
real_data_12x,real_data_12x/Backbone/BBNPlanet_modified.lgf,ckr,gaussian,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
