dataset,graph,solver,demand,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,achieved_congestion,offline_opt_value,status
Backbone,Backbone/GRNet.lgf,ckr,gaussian,82,944,11,933,24,0,36091.6,11248.8,OK
Backbone,Backbone/GRNet.lgf,frt,gaussian,82,50069,49677,392,19,2614,34270.9,14463.4,OK
Backbone,Backbone/GRNet.lgf,random_mst,gaussian,82,245,2,243,16,0,31116.4,11280.9,OK
Backbone,Backbone/GRNet.lgf,lp,gaussian,82,81212,NaN,NaN,NaN,NaN,87920,13615.4,OK
Backbone,Backbone/Gambia.lgf,electrical,gaussian,56,16,15,1,8,1.375,39076.9,10016,OK
Backbone,Backbone/Gambia.lgf,ckr,gaussian,56,64,4,60,11,0,32596.4,10088.9,OK
Backbone,Backbone/Gambia.lgf,frt,gaussian,56,4950,4919,31,7,702.286,34610.2,9802.59,OK
Backbone,Backbone/Gambia.lgf,random_mst,gaussian,56,159,4,155,23,0.0434783,31478.9,7259.9,OK
Backbone,Backbone/Gambia.lgf,lp,gaussian,56,12559,NaN,NaN,NaN,NaN,30000.4,7416.28,OK
Backbone,Backbone/Geant.lgf,electrical,gaussian,110,48,46,2,12,3.66667,88308.6,7169.09,OK
Backbone,Backbone/Geant.lgf,ckr,gaussian,110,2832,17,2815,29,0,24770.8,7630.9,OK
Backbone,Backbone/Geant.lgf,frt,gaussian,110,166509,165074,1435,23,7176.57,23935.9,7899.04,OK
Backbone,Backbone/Geant.lgf,random_mst,gaussian,110,4934,8,4926,29,0,19181,7718.6,OK
Backbone,Backbone/Geant.lgf,lp,gaussian,110,485616,NaN,NaN,NaN,NaN,24028.3,5709.98,OK
Backbone,Backbone/Germany_cost.lgf,electrical,gaussian,50,19,18,1,10,1.6,26705.2,4264.35,OK
Backbone,Backbone/Germany_cost.lgf,ckr,gaussian,50,114,3,111,18,0,29547.9,4008.88,OK
Backbone,Backbone/Germany_cost.lgf,frt,gaussian,50,1902,1794,108,15,119.133,26511.1,3955.06,OK
Backbone,Backbone/Germany_cost.lgf,random_mst,gaussian,50,118,1,117,16,0,24992.9,4616.97,OK
Backbone,Backbone/Germany_cost.lgf,lp,gaussian,50,3045,NaN,NaN,NaN,NaN,20258.6,5046.32,OK
Backbone,Backbone/Internetmci.lgf,electrical,gaussian,66,13,12,1,12,1,5646.21,331.125,OK
Backbone,Backbone/Internetmci.lgf,ckr,gaussian,66,208,4,204,27,0,1638.62,372.568,OK
Backbone,Backbone/Internetmci.lgf,frt,gaussian,66,3670,3401,269,22,154,1514.46,282.015,OK
Backbone,Backbone/Internetmci.lgf,random_mst,gaussian,66,305,1,304,23,0,1680.57,349.818,OK
Backbone,Backbone/Internetmci.lgf,lp,gaussian,66,10072,NaN,NaN,NaN,NaN,2314.38,284.796,OK
Backbone,Backbone/Italy_cost.lgf,electrical,gaussian,112,58,56,2,13,4,79687.5,8063.61,OK
Backbone,Backbone/Italy_cost.lgf,ckr,gaussian,112,9275,18,9257,39,0,102446,7587.48,OK
Backbone,Backbone/Italy_cost.lgf,frt,gaussian,112,79377,76943,2434,22,3496.82,88544.2,9287.71,OK
Backbone,Backbone/Italy_cost.lgf,random_mst,gaussian,112,4623,4,4619,28,0,75141.2,8532.38,OK
Backbone,Backbone/Italy_cost.lgf,lp,gaussian,112,188128,NaN,NaN,NaN,NaN,60755.8,7903.86,OK
Backbone,Backbone/NSF_cost.lgf,electrical,gaussian,86,54,53,1,12,4,43179.6,5592.63,OK
Backbone,Backbone/NSF_cost.lgf,ckr,gaussian,86,1863,8,1855,28,0,47514.9,5734.84,OK
Backbone,Backbone/NSF_cost.lgf,frt,gaussian,86,15502,14988,514,19,788.316,50287.9,5726.63,OK
Backbone,Backbone/NSF_cost.lgf,random_mst,gaussian,86,1814,3,1811,21,0,44941.5,5770.72,OK
Backbone,Backbone/NSF_cost.lgf,lp,gaussian,86,90839,NaN,NaN,NaN,NaN,33391.2,5288.14,OK
Backbone,Backbone/abilene_cost.lgf,electrical,gaussian,30,15,14,1,9,0.777778,18510.5,3880.56,OK
Backbone,Backbone/abilene_cost.lgf,ckr,gaussian,30,15,1,14,12,0,14943.3,3234.63,OK
Backbone,Backbone/abilene_cost.lgf,frt,gaussian,30,81,76,5,8,9,17854.4,3709.24,OK
Backbone,Backbone/abilene_cost.lgf,random_mst,gaussian,30,11,0,11,12,0,9978.29,4149.25,OK
Backbone,Backbone/abilene_cost.lgf,lp,gaussian,30,287,NaN,NaN,NaN,NaN,10655.9,3666.62,OK
Backbone,Backbone/atnt_cost.lgf,electrical,gaussian,76,28,27,1,12,2,28038.3,6186.17,OK
Backbone,Backbone/atnt_cost.lgf,ckr,gaussian,76,603,8,595,30,0,29430.4,6542.32,OK
Backbone,Backbone/atnt_cost.lgf,frt,gaussian,76,8917,8538,379,21,406.048,26626.7,5521.62,OK
Backbone,Backbone/atnt_cost.lgf,random_mst,gaussian,76,579,2,577,27,0,19673.4,5537.24,OK
Backbone,Backbone/atnt_cost.lgf,lp,gaussian,76,24636,NaN,NaN,NaN,NaN,17363.6,6195.88,OK
Backbone,Backbone/germany50.lgf,electrical,gaussian,176,151,142,9,14,9.78571,114513,12400,OK
Backbone,Backbone/germany50.lgf,ckr,gaussian,176,186988,59,186929,55,0.145455,85914.4,11651.9,OK
Backbone,Backbone/germany50.lgf,frt,gaussian,176,NaN,NaN,68322,33,38779.4,113153,14717.5,OK
Backbone,Backbone/germany50.lgf,random_mst,gaussian,176,202186,10,202176,38,0,100677,11039.2,OK
Backbone,Backbone/1221.lgf,electrical,gravity,18,3,3,0,9,0,4.63758,1.6351,OK
Backbone,Backbone/1221.lgf,ckr,gravity,18,1,0,1,6,0,3.61646,1.6351,OK
Backbone,Backbone/1221.lgf,frt,gravity,18,6,6,0,4,1,3.4717,1.6351,OK
Backbone,Backbone/1221.lgf,random_mst,gravity,18,1,0,1,7,0,3.4717,1.6351,OK
Backbone,Backbone/1221.lgf,lp,gravity,18,23,NaN,NaN,NaN,NaN,4.22642,1.6351,OK
Backbone,Backbone/1239.lgf,electrical,gravity,138,44,42,2,16,2,37.0592,1.88641,OK
Backbone,Backbone/1239.lgf,ckr,gravity,138,19461,26,19435,59,0,15.2459,1.88641,OK
Backbone,Backbone/1239.lgf,frt,gravity,138,130911,126167,4744,35,3604.17,9.79467,1.88641,OK
Backbone,Backbone/1239.lgf,random_mst,gravity,138,21018,8,21010,49,0,7.49087,1.88641,OK
Backbone,Backbone/1239.lgf,lp,gravity,138,169423,NaN,NaN,NaN,NaN,14.14,1.88641,OK
Backbone,Backbone/1755.lgf,electrical,gravity,66,12,11,1,13,0,30.6865,1.84449,OK
Backbone,Backbone/1755.lgf,ckr,gravity,66,236,5,231,25,0,15.89,1.84449,OK
Backbone,Backbone/1755.lgf,frt,gravity,66,4479,4048,431,23,175.522,16.7927,1.84449,OK
Backbone,Backbone/1755.lgf,random_mst,gravity,66,184,2,182,22,0,9.49883,1.84449,OK
Backbone,Backbone/1755.lgf,lp,gravity,66,11781,NaN,NaN,NaN,NaN,17.0676,1.84449,OK
Backbone,Backbone/3257.lgf,electrical,gravity,128,40,38,2,16,2.0625,75.0969,1.84979,OK
Backbone,Backbone/3257.lgf,ckr,gravity,128,5100,27,5073,64,0,7.69872,1.84979,OK
Backbone,Backbone/3257.lgf,frt,gravity,128,69218,68590,628,31,2212.03,6.54984,1.84979,OK
Backbone,Backbone/3257.lgf,random_mst,gravity,128,13620,8,13612,71,0,5.97765,1.84979,OK
Backbone,Backbone/3257.lgf,lp,gravity,128,118193,NaN,NaN,NaN,NaN,11.1086,1.84979,OK
Backbone,Backbone/3967.lgf,electrical,gravity,72,16,15,1,12,1.08333,71.1188,1.84826,OK
Backbone,Backbone/3967.lgf,ckr,gravity,72,694,9,685,37,0,10.5461,1.84826,OK
Backbone,Backbone/3967.lgf,frt,gravity,72,7560,7397,163,17,434.471,8.96798,1.84826,OK
Backbone,Backbone/3967.lgf,random_mst,gravity,72,241,1,240,19,0,10.3916,1.84826,OK
Backbone,Backbone/3967.lgf,lp,gravity,72,34597,NaN,NaN,NaN,NaN,25.8365,1.84826,OK
Backbone,Backbone/6461.lgf,electrical,gravity,74,15,14,1,14,0.5,21.7295,1.81817,OK
Backbone,Backbone/6461.lgf,ckr,gravity,74,583,11,572,50,0,7.54235,1.81817,OK
Backbone,Backbone/6461.lgf,frt,gravity,74,3419,3346,73,16,208.5,8.31115,1.81817,OK
Backbone,Backbone/6461.lgf,random_mst,gravity,74,407,2,405,33,0,8.09801,1.81817,OK
Backbone,Backbone/6461.lgf,lp,gravity,74,7032,NaN,NaN,NaN,NaN,12.38,1.81817,OK
Backbone,Backbone/Arnes.lgf,electrical,gravity,114,41,40,1,12,3,164.317,1.9314,OK
Backbone,Backbone/Arnes.lgf,ckr,gravity,114,6568,25,6543,48,0,75.2695,1.9314,OK
Backbone,Backbone/Arnes.lgf,frt,gravity,114,176027,174687,1340,23,7594.57,55.5687,1.9314,OK
Backbone,Backbone/Arnes.lgf,random_mst,gravity,114,4701,6,4695,36,0,35.8141,1.9314,OK
Backbone,Backbone/Arnes.lgf,lp,gravity,114,385745,NaN,NaN,NaN,NaN,106.011,1.9314,OK
Backbone,Backbone/BBNPlanet.lgf,electrical,gravity,56,11,11,0,8,1,1609.4,1.92739,OK
Backbone,Backbone/BBNPlanet.lgf,ckr,gravity,56,135,5,130,19,0,515.223,1.92739,OK
Backbone,Backbone/BBNPlanet.lgf,frt,gravity,56,7875,7821,54,10,781.6,668.143,1.92739,OK
Backbone,Backbone/BBNPlanet.lgf,random_mst,gravity,56,98,1,97,15,0,635.572,1.92739,OK
Backbone,Backbone/BBNPlanet.lgf,lp,gravity,56,17582,NaN,NaN,NaN,NaN,898.03,1.92739,OK
Backbone,Backbone/BICS.lgf,electrical,gravity,96,28,27,1,11,2.09091,1300.19,1.90764,OK
Backbone,Backbone/BICS.lgf,ckr,gravity,96,2648,38,2610,78,0,121.926,1.90764,OK
Backbone,Backbone/BICS.lgf,frt,gravity,96,52842,52549,293,18,2918.83,96.291,1.90764,OK
Backbone,Backbone/BICS.lgf,random_mst,gravity,96,716,3,713,23,0,129.4,1.90764,OK
Backbone,Backbone/BICS.lgf,lp,gravity,96,125589,NaN,NaN,NaN,NaN,362.582,1.90764,OK
Backbone,Backbone/BellCanada.lgf,electrical,gravity,128,59,56,3,12,4,3365.97,1.94469,OK
Backbone,Backbone/BellCanada.lgf,ckr,gravity,128,27362,45,27317,64,0,517.774,1.94469,OK
Backbone,Backbone/BellCanada.lgf,frt,gravity,128,352872,350786,2086,18,19487.4,524.558,1.94469,OK
Backbone,Backbone/BellCanada.lgf,random_mst,gravity,128,4423,4,4419,20,0,463.983,1.94469,OK
Backbone,Backbone/BellCanada.lgf,lp,gravity,128,942565,NaN,NaN,NaN,NaN,563.165,1.94469,OK
Backbone,Backbone/BellSouth.lgf,electrical,gravity,132,64,62,2,11,5.09091,1732.42,1.96859,OK
Backbone,Backbone/BellSouth.lgf,ckr,gravity,132,2532,38,2494,41,0.0243902,252.046,1.96859,OK
Backbone,Backbone/BellSouth.lgf,frt,gravity,132,116316,115875,441,16,7241.5,252.046,1.96859,OK
Backbone,Backbone/BellSouth.lgf,random_mst,gravity,132,2755,18,2737,54,0,250.974,1.96859,OK
Backbone,Backbone/BellSouth.lgf,lp,gravity,132,771960,NaN,NaN,NaN,NaN,252.046,1.96859,OK
Backbone,Backbone/Bestel.lgf,electrical,gravity,186,165,161,4,12,13,3826.18,1.97407,OK
Backbone,Backbone/Bestel.lgf,ckr,gravity,186,61560,60,61500,59,0.152542,1838.14,1.97407,OK
Backbone,Backbone/Bestel.lgf,frt,gravity,186,NaN,NaN,10151,21,256728,2371.24,1.97407,OK
Backbone,Backbone/Bestel.lgf,random_mst,gravity,186,12455,4,12451,19,0,1737.88,1.97407,OK
Backbone,Backbone/Bestel.lgf,lp,gravity,186,NaN,NaN,NaN,NaN,NaN,1524.53,1.97407,OK
Backbone,Backbone/BtEurope.lgf,electrical,gravity,74,16,15,1,11,1,636.635,1.90151,OK
Backbone,Backbone/BtEurope.lgf,ckr,gravity,74,397,9,388,30,0,113.522,1.90151,OK
Backbone,Backbone/BtEurope.lgf,frt,gravity,74,5547,5443,104,15,362.333,110.476,1.90151,OK
Backbone,Backbone/BtEurope.lgf,random_mst,gravity,74,240,2,238,25,0,104.459,1.90151,OK
Backbone,Backbone/BtEurope.lgf,lp,gravity,74,24580,NaN,NaN,NaN,NaN,210.413,1.90151,OK
Backbone,Backbone/BtNorthAmerica.lgf,electrical,gravity,152,56,53,3,15,3.06667,990.254,1.90223,OK
Backbone,Backbone/BtNorthAmerica.lgf,ckr,gravity,152,10841,35,10806,59,0,81.3905,1.90223,OK
Backbone,Backbone/BtNorthAmerica.lgf,frt,gravity,152,305017,300613,4404,38,7910.16,12.1348,1.90223,OK
Backbone,Backbone/BtNorthAmerica.lgf,random_mst,gravity,152,24175,15,24160,72,0,13.3633,1.90223,OK
Backbone,Backbone/BtNorthAmerica.lgf,lp,gravity,152,578226,NaN,NaN,NaN,NaN,75.6108,1.90223,OK
Backbone,Backbone/Carnet.lgf,electrical,gravity,86,30,28,2,9,2.88889,5847.18,1.96232,OK
Backbone,Backbone/Carnet.lgf,ckr,gravity,86,271,13,258,21,0,5026.3,1.96232,OK
Backbone,Backbone/Carnet.lgf,frt,gravity,86,51908,51770,138,12,4313.5,5031.33,1.96232,OK
Backbone,Backbone/Carnet.lgf,random_mst,gravity,86,164,2,162,12,0,5032.63,1.96232,OK
Backbone,Backbone/Carnet.lgf,lp,gravity,86,48748,NaN,NaN,NaN,NaN,5032.74,1.96232,OK
Backbone,Backbone/ChinaTelecom.lgf,electrical,gravity,132,57,55,2,13,4,1602.6,1.91129,OK
Backbone,Backbone/ChinaTelecom.lgf,ckr,gravity,132,6270,48,6222,70,0,39.1225,1.91129,OK
Backbone,Backbone/ChinaTelecom.lgf,frt,gravity,132,264332,261994,2338,35,7484.89,44.3606,1.91129,OK
Backbone,Backbone/ChinaTelecom.lgf,random_mst,gravity,132,9461,11,9450,73,0,38.6576,1.91129,OK
Backbone,Backbone/ChinaTelecom.lgf,lp,gravity,132,879281,NaN,NaN,NaN,NaN,435.471,1.91129,OK
Backbone,Backbone/Cudi.lgf,electrical,gravity,104,53,51,2,10,4.9,1028.64,1.95151,OK
Backbone,Backbone/Cudi.lgf,ckr,gravity,104,975,18,957,28,0,962.944,1.95151,OK
Backbone,Backbone/Cudi.lgf,frt,gravity,104,75003,74585,418,15,4971.6,1198.42,1.95151,OK
Backbone,Backbone/Cudi.lgf,random_mst,gravity,104,895,6,889,25,0.04,811.75,1.95151,OK
Backbone,Backbone/Cudi.lgf,lp,gravity,104,679451,NaN,NaN,NaN,NaN,1142.08,1.95151,OK
Backbone,Backbone/Deltacom.lgf,electrical,gravity,322,495,488,7,15,32.1333,5204.54,1.97505,OK
Backbone,Backbone/Deltacom.lgf,ckr,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SEGFAULT
Backbone,Backbone/Deltacom.lgf,frt,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
Backbone,Backbone/Deltacom.lgf,random_mst,gravity,322,NaN,34,NaN,54,0,820.093,1.97505,OK
Backbone,Backbone/Deltacom.lgf,lp,gravity,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TIMEOUT
Backbone,Backbone/Digex.lgf,electrical,gravity,70,18,16,2,9,1,1204.42,1.94665,OK
Backbone,Backbone/Digex.lgf,ckr,gravity,70,972,11,961,28,0,422.445,1.94665,OK
Backbone,Backbone/Digex.lgf,frt,gravity,70,23264,23019,245,11,2092.18,355.689,1.94665,OK
Backbone,Backbone/Digex.lgf,random_mst,gravity,70,136,1,135,8,0,476.031,1.94665,OK
Backbone,Backbone/Digex.lgf,lp,gravity,70,86755,NaN,NaN,NaN,NaN,989.111,1.94665,OK
Backbone,Backbone/GRNet.lgf,electrical,gravity,82,27,26,1,10,2.1,83.5309,1.9228,OK
Backbone,Backbone/GRNet.lgf,ckr,gravity,82,773,11,762,25,0,59.8398,1.9228,OK
Backbone,Backbone/GRNet.lgf,frt,gravity,82,61487,60995,492,19,3209.68,44.833,1.9228,OK
Backbone,Backbone/GRNet.lgf,random_mst,gravity,82,417,2,415,16,0,44.5046,1.9228,OK
Backbone,Backbone/GRNet.lgf,lp,gravity,82,85795,NaN,NaN,NaN,NaN,106.752,1.9228,OK
Backbone,Backbone/Gambia.lgf,electrical,gravity,56,13,12,1,8,1,153.212,1.83081,OK
Backbone,Backbone/Gambia.lgf,ckr,gravity,56,58,3,55,10,0,85.8104,1.83081,OK
Backbone,Backbone/Gambia.lgf,frt,gravity,56,4098,4070,28,7,581,107.023,1.83081,OK
Backbone,Backbone/Gambia.lgf,random_mst,gravity,56,147,2,145,23,0,85.8104,1.83081,OK
Backbone,Backbone/Gambia.lgf,lp,gravity,56,10368,NaN,NaN,NaN,NaN,107.678,1.83081,OK
Backbone,Backbone/Geant.lgf,electrical,gravity,110,46,44,2,12,3.5,312.823,1.89824,OK
Backbone,Backbone/Geant.lgf,ckr,gravity,110,3584,19,3565,32,0,94.7953,1.89824,OK
Backbone,Backbone/Geant.lgf,frt,gravity,110,169284,168245,1039,23,7314.43,69.008,1.89824,OK
Backbone,Backbone/Geant.lgf,random_mst,gravity,110,5146,5,5141,29,0,50.4444,1.89824,OK
Backbone,Backbone/Geant.lgf,lp,gravity,110,471522,NaN,NaN,NaN,NaN,151.697,1.89824,OK
Backbone,Backbone/Germany_cost.lgf,electrical,gravity,50,20,19,1,10,1.2,11.9336,1.8704,OK
Backbone,Backbone/Germany_cost.lgf,ckr,gravity,50,107,3,104,20,0,12.9407,1.8704,OK
Backbone,Backbone/Germany_cost.lgf,frt,gravity,50,1063,1004,59,15,66.4667,12.6957,1.8704,OK
Backbone,Backbone/Germany_cost.lgf,random_mst,gravity,50,115,1,114,16,0,11.4018,1.8704,OK
Backbone,Backbone/Germany_cost.lgf,lp,gravity,50,2779,NaN,NaN,NaN,NaN,8.68,1.8704,OK
Backbone,Backbone/Internetmci.lgf,electrical,gravity,66,13,12,1,12,1,40.3035,1.87978,OK
Backbone,Backbone/Internetmci.lgf,ckr,gravity,66,391,6,385,27,0,17.5301,1.87978,OK
Backbone,Backbone/Internetmci.lgf,frt,gravity,66,3540,3345,195,22,151.5,11.5825,1.87978,OK
Backbone,Backbone/Internetmci.lgf,random_mst,gravity,66,388,2,386,23,0,11.714,1.87978,OK
Backbone,Backbone/Internetmci.lgf,lp,gravity,66,10078,NaN,NaN,NaN,NaN,17.8019,1.87978,OK
Backbone,Backbone/Italy_cost.lgf,electrical,gravity,112,32,31,1,13,2,22.3286,1.92985,OK
Backbone,Backbone/Italy_cost.lgf,ckr,gravity,112,9686,17,9669,38,0,30.2811,1.92985,OK
Backbone,Backbone/Italy_cost.lgf,frt,gravity,112,93694,91200,2494,22,4144.91,24.636,1.92985,OK
Backbone,Backbone/Italy_cost.lgf,random_mst,gravity,112,4936,5,4931,28,0,18.7005,1.92985,OK
Backbone,Backbone/Italy_cost.lgf,lp,gravity,112,116906,NaN,NaN,NaN,NaN,15.5357,1.92985,OK
Backbone,Backbone/NSF_cost.lgf,electrical,gravity,86,24,23,1,12,1.25,15.5964,1.91888,OK
Backbone,Backbone/NSF_cost.lgf,ckr,gravity,86,2688,10,2678,33,0,21.0196,1.91888,OK
Backbone,Backbone/NSF_cost.lgf,frt,gravity,86,22196,21485,711,19,1130.21,16.7749,1.91888,OK
Backbone,Backbone/NSF_cost.lgf,random_mst,gravity,86,1800,2,1798,21,0,14.9081,1.91888,OK
Backbone,Backbone/NSF_cost.lgf,lp,gravity,86,89311,NaN,NaN,NaN,NaN,11.7953,1.91888,OK
Backbone,Backbone/abilene_cost.lgf,electrical,gravity,30,6,6,0,9,0,9.25386,1.81778,OK
Backbone,Backbone/abilene_cost.lgf,ckr,gravity,30,14,1,13,13,0,7.84311,1.81778,OK
Backbone,Backbone/abilene_cost.lgf,frt,gravity,30,79,75,4,8,8.875,8.32783,1.81778,OK
Backbone,Backbone/abilene_cost.lgf,random_mst,gravity,30,12,0,12,12,0,5.3548,1.81778,OK
Backbone,Backbone/abilene_cost.lgf,lp,gravity,30,279,NaN,NaN,NaN,NaN,4.86667,1.81778,OK
Backbone,Backbone/atnt_cost.lgf,electrical,gravity,76,15,15,0,12,1,10.8822,1.88089,OK
Backbone,Backbone/atnt_cost.lgf,ckr,gravity,76,603,9,594,32,0,14.2593,1.88089,OK
Backbone,Backbone/atnt_cost.lgf,frt,gravity,76,8716,8352,364,21,397.095,12.0636,1.88089,OK
Backbone,Backbone/atnt_cost.lgf,random_mst,gravity,76,733,2,731,27,0,8.7698,1.88089,OK
Backbone,Backbone/atnt_cost.lgf,lp,gravity,76,23496,NaN,NaN,NaN,NaN,7,1.88089,OK
Backbone,Backbone/germany50.lgf,electrical,gravity,176,143,140,3,14,9.5,22.3496,1.95648,OK
Backbone,Backbone/germany50.lgf,ckr,gravity,176,293966,51,293915,61,0,19.7221,1.95648,OK
Backbone,Backbone/germany50.lgf,frt,gravity,176,NaN,NaN,64800,33,35326.6,22.0083,1.95648,OK
Backbone,Backbone/germany50.lgf,random_mst,gravity,176,206597,10,206587,38,0,19.799,1.95648,OK
Backbone,Backbone/1221.lgf,electrical,uniform,18,4,3,1,9,0.111111,174.767,73.1667,OK
Backbone,Backbone/1221.lgf,ckr,uniform,18,1,0,1,8,0,123.827,60,OK
Backbone,Backbone/1221.lgf,frt,uniform,18,5,5,0,4,1,149.638,52.4667,OK
Backbone,Backbone/1221.lgf,random_mst,uniform,18,1,0,1,7,0,154.976,59.0889,OK
Backbone,Backbone/1221.lgf,lp,uniform,18,24,NaN,NaN,NaN,NaN,186.3,65.2667,OK
Backbone,Backbone/1239.lgf,electrical,uniform,138,43,41,2,16,2,2394.67,447.95,OK
Backbone,Backbone/1239.lgf,ckr,uniform,138,12920,22,12898,51,0,1237.42,468.55,OK
Backbone,Backbone/1239.lgf,frt,uniform,138,122612,118081,4531,35,3373.09,935.843,426.05,OK
Backbone,Backbone/1239.lgf,random_mst,uniform,138,21045,8,21037,49,0,1362.45,464.15,OK
Backbone,Backbone/1239.lgf,lp,uniform,138,166005,NaN,NaN,NaN,NaN,1336.1,484.85,OK
Backbone,Backbone/1755.lgf,electrical,uniform,66,12,11,1,13,0,1298.22,140.886,OK
Backbone,Backbone/1755.lgf,ckr,uniform,66,165,3,162,27,0,956.412,145.657,OK
Backbone,Backbone/1755.lgf,frt,uniform,66,4408,4022,386,23,174.304,664.281,138.443,OK
Backbone,Backbone/1755.lgf,random_mst,uniform,66,313,1,312,22,0,479.337,145.682,OK
Backbone,Backbone/1755.lgf,lp,uniform,66,16930,NaN,NaN,NaN,NaN,619.4,156.914,OK
Backbone,Backbone/3257.lgf,electrical,uniform,128,27,26,1,16,1,1721.63,169.289,OK
Backbone,Backbone/3257.lgf,ckr,uniform,128,6831,28,6803,66,0,357.61,142.178,OK
Backbone,Backbone/3257.lgf,frt,uniform,128,62915,62005,910,31,1999.58,403.597,171.822,OK
Backbone,Backbone/3257.lgf,random_mst,uniform,128,11579,11,11568,71,0,303.293,173.844,OK
Backbone,Backbone/3257.lgf,lp,uniform,128,100847,NaN,NaN,NaN,NaN,292.925,174.667,OK
Backbone,Backbone/3967.lgf,electrical,uniform,72,16,15,1,12,1.08333,1942.3,296.15,OK
Backbone,Backbone/3967.lgf,ckr,uniform,72,564,9,555,37,0,1064.32,313.9,OK
Backbone,Backbone/3967.lgf,frt,uniform,72,7434,7279,155,17,427.647,698.649,285.3,OK
Backbone,Backbone/3967.lgf,random_mst,uniform,72,237,1,236,19,0,777.643,307.25,OK
Backbone,Backbone/3967.lgf,lp,uniform,72,36311,NaN,NaN,NaN,NaN,879.6,322.4,OK
Backbone,Backbone/6461.lgf,electrical,uniform,74,13,12,1,14,0,519.378,76.0857,OK
Backbone,Backbone/6461.lgf,ckr,uniform,74,548,10,538,46,0,192.623,78.5833,OK
Backbone,Backbone/6461.lgf,frt,uniform,74,3383,3307,76,16,206.125,228.349,84.75,OK
Backbone,Backbone/6461.lgf,random_mst,uniform,74,411,2,409,33,0,209.826,89.7667,OK
Backbone,Backbone/6461.lgf,lp,uniform,74,6852,NaN,NaN,NaN,NaN,408.18,82.0333,OK
Backbone,Backbone/Arnes.lgf,electrical,uniform,114,31,30,1,12,2,9808.29,593.6,OK
Backbone,Backbone/Arnes.lgf,ckr,uniform,114,7880,28,7852,49,0,4067.43,593.55,OK
Backbone,Backbone/Arnes.lgf,frt,uniform,114,139815,138875,940,23,6037.48,3067.62,618.1,OK
Backbone,Backbone/Arnes.lgf,random_mst,uniform,114,3876,6,3870,36,0,2033.21,574.3,OK
Backbone,Backbone/Arnes.lgf,lp,uniform,114,458993,NaN,NaN,NaN,NaN,5088.55,585.1,OK
Backbone,Backbone/BBNPlanet.lgf,electrical,uniform,56,11,10,1,8,1,102803,9051,OK
Backbone,Backbone/BBNPlanet.lgf,ckr,uniform,56,115,4,111,14,0,49527.6,8721,OK
Backbone,Backbone/BBNPlanet.lgf,frt,uniform,56,8471,8397,74,10,839.2,42568.7,8273,OK
Backbone,Backbone/BBNPlanet.lgf,random_mst,uniform,56,103,1,102,15,0,53049,9208,OK
Backbone,Backbone/BBNPlanet.lgf,lp,uniform,56,11241,NaN,NaN,NaN,NaN,56126,8867,OK
Backbone,Backbone/BICS.lgf,electrical,uniform,96,27,25,2,11,2,88656,10595,OK
Backbone,Backbone/BICS.lgf,ckr,uniform,96,2131,31,2100,66,0,22387.2,10466,OK
Backbone,Backbone/BICS.lgf,frt,uniform,96,64556,64061,495,18,3558.28,19201,9653,OK
Backbone,Backbone/BICS.lgf,random_mst,uniform,96,714,3,711,23,0,19817,10656,OK
Backbone,Backbone/BICS.lgf,lp,uniform,96,87629,NaN,NaN,NaN,NaN,24895,10699,OK
Backbone,Backbone/BellCanada.lgf,electrical,uniform,128,57,55,2,12,4,340519,14499,OK
Backbone,Backbone/BellCanada.lgf,ckr,uniform,128,19861,46,19815,64,0,110755,14653,OK
Backbone,Backbone/BellCanada.lgf,frt,uniform,128,391130,388489,2641,18,21582.2,53812.3,15040,OK
Backbone,Backbone/BellCanada.lgf,random_mst,uniform,128,4655,4,4651,20,0,37022.1,15096,OK
Backbone,Backbone/BellCanada.lgf,lp,uniform,128,869970,NaN,NaN,NaN,NaN,76357,15675,OK
Backbone,Backbone/BellSouth.lgf,electrical,uniform,132,65,62,3,11,5,195838,15615,OK
Backbone,Backbone/BellSouth.lgf,ckr,uniform,132,4215,40,4175,47,0,21389.7,15881,OK
Backbone,Backbone/BellSouth.lgf,frt,uniform,132,175038,174423,615,16,10900.9,22737,16777,OK
Backbone,Backbone/BellSouth.lgf,random_mst,uniform,132,4833,16,4817,54,0.0185185,20937.6,16097,OK
Backbone,Backbone/BellSouth.lgf,lp,uniform,132,744206,NaN,NaN,NaN,NaN,57153.5,15759,OK
Backbone,Backbone/Bestel.lgf,electrical,uniform,186,164,160,4,12,13,733833,26039,OK
Backbone,Backbone/Bestel.lgf,ckr,uniform,186,60616,80,60536,57,1.01754,309625,24787,OK
Backbone,Backbone/Bestel.lgf,frt,uniform,186,NaN,NaN,16126,21,214593,371360,24124,OK
Backbone,Backbone/Bestel.lgf,random_mst,uniform,186,19465,7,19458,19,0,340527,25787,OK
Backbone,Backbone/Bestel.lgf,lp,uniform,186,NaN,NaN,NaN,NaN,NaN,311084,25963,OK
Backbone,Backbone/BtEurope.lgf,electrical,uniform,74,19,18,1,11,1.09091,21669.6,7668,OK
