dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,demand_model,offline_opt,achieved_congestion,ratio_pct,status
SNDLib_Topologies,28_optic_eu.lgf,electrical,28,82,14,13,0,12,1,bimodal,932.308,6478.32,694.869,OK
SNDLib_Topologies,28_optic_eu.lgf,electrical,28,82,14,13,0,12,1,uniform,5996,53254.6,888.169,OK
SNDLib_Topologies,28_optic_eu.lgf,electrical,28,82,14,13,0,12,1,gaussian,7871.49,66484.4,844.622,OK
SNDLib_Topologies,28_optic_eu.lgf,electrical,28,82,14,13,0,12,1,gravity,1.92267,18.4976,962.079,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt,28,82,31,8,4,18,0.444444,bimodal,932.308,8879.99,952.474,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt,28,82,31,8,4,18,0.444444,uniform,5996,72198.3,1204.11,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt,28,82,31,8,4,18,0.444444,gaussian,7871.49,90151.5,1145.29,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt,28,82,31,8,4,18,0.444444,gravity,1.92267,25.066,1303.71,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr,28,82,26,0,13,20,0,bimodal,932.308,7491.99,803.597,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr,28,82,26,0,13,20,0,uniform,5996,59829.1,997.817,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr,28,82,26,0,13,20,0,gaussian,7871.49,73806.7,937.646,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr,28,82,26,0,13,20,0,gravity,1.92267,20.1163,1046.27,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_random_mst,28,82,59,0,48,24,0,bimodal,932.308,7586.56,813.74,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_random_mst,28,82,59,0,48,24,0,uniform,5996,62896.7,1048.98,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_random_mst,28,82,59,0,48,24,0,gaussian,7871.49,78299,994.717,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_random_mst,28,82,59,0,48,24,0,gravity,1.92267,21.9047,1139.29,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt_mendel,28,82,77,0,24,55,0,bimodal,932.308,6335.11,679.509,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt_mendel,28,82,77,0,24,55,0,uniform,5996,49505.4,825.64,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt_mendel,28,82,77,0,24,55,0,gaussian,7871.49,62404.8,792.794,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_frt_mendel,28,82,77,0,24,55,0,gravity,1.92267,17.265,897.97,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr_mendel,28,82,67,0,23,52,0,bimodal,932.308,7046.04,755.763,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr_mendel,28,82,67,0,23,52,0,uniform,5996,56111.9,935.822,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr_mendel,28,82,67,0,23,52,0,gaussian,7871.49,71426.7,907.409,OK
SNDLib_Topologies,28_optic_eu.lgf,raecke_ckr_mendel,28,82,67,0,23,52,0,gravity,1.92267,20.3216,1056.95,OK
