dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,demand_model,offline_opt,achieved_congestion,ratio_pct,status
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,231,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,307.162,453.82,147.746,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,231,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,1470.16,3672.96,249.835,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,231,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.78926,3.5,195.612,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,237,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,117.844,451.92,383.49,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,237,NaN,NaN,NaN,NaN,NaN,NaN,uniform,1258.55,2215.6,176.044,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,237,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,1638.47,3960.56,241.723,OK
SNDLib_Topologies,10_test_smallnet.lgf,lp,10,44,237,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.78926,3.5,195.612,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,51572,NaN,NaN,NaN,NaN,NaN,NaN,uniform,595.667,975,163.682,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,51572,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,98.7565,776.278,786.052,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,51572,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,707.699,2130.2,301.004,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,51572,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86667,1.86667,100,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,56854,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,73.2474,486.874,664.698,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,56854,NaN,NaN,NaN,NaN,NaN,NaN,uniform,606.286,953,157.187,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,56854,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,631.634,2166.95,343.07,OK
SNDLib_Topologies,15_test_full_mesh.lgf,lp,15,210,56854,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86667,1.86667,100,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2567,NaN,NaN,NaN,NaN,NaN,NaN,uniform,3242.41,9851.27,303.826,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2567,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,518.045,1656.58,319.775,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2567,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,3707.27,14012.9,377.985,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2567,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86777,6.06364,324.646,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2787,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,357.283,1210.28,338.744,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2787,NaN,NaN,NaN,NaN,NaN,NaN,uniform,3152.55,9973,316.348,OK
